"","Month","Year","DayofMonth","mean_difference","name","datetime","tempmax","tempmin","temp","feelslikemax","feelslikemin","feelslike","dew","humidity","precip","precipprob","precipcover","preciptype","snow","snowdepth","windgust","windspeed","winddir","sealevelpressure","cloudcover","visibility","solarradiation","solarenergy","uvindex","severerisk","sunrise","sunset","moonphase","conditions","description","icon","stations"
"11",10,2005,5,4,"California","2005-10-05",28,8.3,17.5,26.6,7.5,17.3,2.2,40.7,0,0,0,"",0,0,NA,16.7,334.1,1015.2,0.8,17.1,NA,NA,NA,NA,"2005-10-05T07:05:42","2005-10-05T18:42:13",0.08,"Clear","Clear conditions throughout the day.","clear-day","74516023202,72483023232,72483993225,72483323206,72492023237,72483793216"
"12",10,2006,19,4,"California","2006-10-19",24.9,6.5,15.3,24.9,6.5,15.3,3.6,50.1,0,0,0,"",0,0,NA,10.9,168.7,1018.9,1,16.6,NA,NA,NA,NA,"2006-10-19T07:19:03","2006-10-19T18:22:08",0.92,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"13",10,2006,26,4.5,"California","2006-10-26",23.7,4.6,14.1,23.7,4.6,14.1,-1.4,37.3,0,0,0,"",0,0,NA,20.4,343.5,1022.8,0.4,15.9,NA,NA,NA,NA,"2006-10-26T07:26:16","2006-10-26T18:12:57",0.16,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"14",10,2006,27,8,"California","2006-10-27",25.8,6.1,14,25.8,5.7,13.9,1.1,49,0,0,0,"",0,0,NA,10.9,325.7,1024.5,0.4,15.8,NA,NA,NA,NA,"2006-10-27T07:27:19","2006-10-27T18:11:43",0.19,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"15",10,2007,18,6.83333333333333,"California","2007-10-18",21.1,10.8,15.4,21.1,10.8,15.4,9.1,68.2,0,0,0,"",0,0,NA,14.2,180.2,1019.6,78.2,15.8,NA,NA,NA,NA,"2007-10-18T07:17:49","2007-10-18T18:23:51",0.25,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72483793216"
"16",11,2006,1,2,"California","2006-11-01",18.5,7.6,13.3,18.5,7.1,13.2,6.3,64.7,0.002,100,4.17,"rain",0,0,NA,11.3,340.6,1018.7,67.4,13.7,NA,NA,NA,NA,"2006-11-01T06:32:39","2006-11-01T17:05:51",0.37,"Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.","rain","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72026723224,72492023237,72483793216"
"17",11,2006,11,3.5,"California","2006-11-11",11.7,8.7,10.3,11.7,5.5,9.7,7.5,83.4,4.719,100,54.17,"rain",0,0,NA,24.5,318.1,1018,65.9,13,NA,NA,NA,NA,"2006-11-11T06:43:36","2006-11-11T16:55:56",0.7,"Rain, Partially cloudy","Partly cloudy throughout the day with a chance of rain throughout the day.","rain","72483893205,74516023202,72482893241,72483023232,72483993225,72026723224,72483323206,72492023237"
"18",11,2006,21,2,"California","2006-11-21",17.9,10.1,13.3,17.9,10.1,13.3,10,81.7,0,0,0,"",0,0,NA,18.4,175.8,1018.5,73.2,9.2,NA,NA,NA,NA,"2006-11-21T06:54:33","2006-11-21T16:48:52",0.03,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"19",11,2006,22,12,"California","2006-11-22",16.3,6.3,11.4,16.3,6.3,11.4,8.8,84.9,0.358,100,16.67,"rain",0,0,NA,15.3,179.9,1020.8,70.4,11.4,NA,NA,NA,NA,"2006-11-22T06:55:37","2006-11-22T16:48:20",0.07,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.","rain","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"20",12,2005,23,4.5,"California","2005-12-23",17.4,13.2,15.7,17.4,13.2,15.7,14.2,90.9,0.055,100,8.33,"rain",0,0,NA,13.2,338,1023.4,99.8,8.7,NA,NA,NA,NA,"2005-12-23T07:21:15","2005-12-23T16:49:22",0.75,"Rain, Overcast","Cloudy skies throughout the day with rain clearing later.","rain","74516023202,72483023232,72483993225,72483323206,72492023237,72483793216"
"21",12,2006,6,7.5,"California","2006-12-06",18.3,1.1,7.7,18.3,-0.7,7.5,2.1,72.7,0,0,0,"",0,0,NA,14.5,335.8,1023.8,0.9,12.1,NA,NA,NA,NA,"2006-12-06T07:09:30","2006-12-06T16:44:32",0.56,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72026723224,72492023237,72483793216"
"22",12,2007,18,19.3333333333333,"California","2007-12-18",11.8,7.4,9.9,11.8,5.8,8.6,8.9,93.8,11.601,100,70.83,"rain",0,0,55.8,30.6,150.8,1015.4,71.4,10,NA,NA,NA,NA,"2007-12-18T07:18:22","2007-12-18T16:46:44",0.32,"Rain, Partially cloudy","Partly cloudy throughout the day with a chance of rain throughout the day.","rain","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72483793216"
"23",12,2007,28,13.5,"California","2007-12-28",5.6,3.7,4.8,5.5,0.2,3,2.3,84,1.417,100,41.67,"rain",0,0,NA,19.9,129.6,1023.5,99.8,13.7,NA,NA,NA,NA,"2007-12-28T07:22:53","2007-12-28T16:52:13",0.65,"Rain, Overcast","Cloudy skies throughout the day with rain.","rain","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"24",2,2006,10,4,"California","2006-02-10",20.8,4.3,11.7,20.8,4.3,11.7,6.3,72.7,0.06,100,4.17,"rain",0,0,NA,10.2,313.8,1021.5,0.3,13.4,NA,NA,NA,NA,"2006-02-10T07:02:32","2006-02-10T17:38:24",0.42,"Rain","Clear conditions throughout the day with early morning rain.","rain","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"25",3,2006,18,5,"California","2006-03-18",16.3,4.7,10.4,16.3,2.4,9.5,2.2,60.8,0.172,100,8.33,"rain",0,0,NA,30.5,330,1012,1.9,16,NA,NA,NA,NA,"2006-03-18T06:12:25","2006-03-18T18:16:06",0.63,"Rain","Clear conditions throughout the day with rain.","rain","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72026723224,72492023237"
"26",3,2006,21,18,"California","2006-03-21",12.8,5.6,8.7,12.8,3.1,7.7,4.1,74.3,0.01,100,8.33,"rain",0,0,NA,16,167.5,1017.8,51.5,16.1,NA,NA,NA,NA,"2006-03-21T06:07:44","2006-03-21T18:18:59",0.74,"Rain, Partially cloudy","Partly cloudy throughout the day with rain clearing later.","rain","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"27",3,2006,28,12,"California","2006-03-28",15.5,8.4,11.5,15.5,6,11.2,8.1,80,2.615,100,45.83,"rain",0,0,57.8,35.2,186.8,1007.1,75.8,15,NA,NA,NA,NA,"2006-03-28T05:56:50","2006-03-28T18:25:41",0.98,"Rain, Partially cloudy","Partly cloudy throughout the day with a chance of rain throughout the day.","rain","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"28",3,2006,6,5.5,"California","2006-03-06",14.4,7.7,10.2,14.4,5.9,9.4,7.4,83.5,17.497,100,58.33,"rain",0,0,NA,23.5,169.4,1018.4,86.8,14.2,NA,NA,NA,NA,"2006-03-06T06:30:43","2006-03-06T18:04:13",0.25,"Rain, Partially cloudy","Partly cloudy throughout the day with a chance of rain throughout the day.","rain","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"29",3,2007,21,4,"California","2007-03-21",20.3,8.5,13.8,20.3,5.6,13.3,3.5,55.4,0.369,100,25,"rain",0,0,53.6,35.5,334.7,1015,19.9,15.8,NA,NA,NA,NA,"2007-03-21T07:08:07","2007-03-21T19:18:46",0.09,"Rain","Clear conditions throughout the day with a chance of rain throughout the day.","rain","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237"
"30",3,2007,22,5,"California","2007-03-22",22.2,4.6,13.7,22.2,3.4,13.5,4.1,54.1,0,0,0,"",0,0,NA,20,125.4,1014.4,3.9,15.9,NA,NA,NA,NA,"2007-03-22T07:06:34","2007-03-22T19:19:43",0.13,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"31",3,2007,4,14,"California","2007-03-04",20.2,6.2,12.6,20.2,5.4,12.4,6.4,69.3,0,0,0,"",0,0,NA,10.2,343.3,1023.9,9,14.3,NA,NA,NA,NA,"2007-03-04T06:34:01","2007-03-04T18:01:56",0.53,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"32",3,2007,6,2,"California","2007-03-06",22.7,6,13.9,22.7,4.6,13.7,6.5,64.8,0,0,0,"",0,0,NA,10.4,313.1,1020,2.5,15.6,NA,NA,NA,NA,"2007-03-06T06:31:04","2007-03-06T18:03:58",0.59,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"33",4,2006,21,8,"California","2006-04-21",20.3,10.1,14.5,20.3,10.1,14.5,10,75.1,0.526,100,8.33,"rain",0,0,NA,17.1,204.8,1009.3,23.8,16.2,NA,NA,NA,NA,"2006-04-21T06:21:22","2006-04-21T19:48:29",0.79,"Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.","rain","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"34",4,2006,29,3,"California","2006-04-29",23.1,11.7,16.5,23.1,11.7,16.5,12.6,78.6,0,0,0,"",0,0,59.4,25.7,202.5,1015.7,39.2,15.9,NA,NA,NA,NA,"2006-04-29T06:11:03","2006-04-29T19:56:07",0.06,"Partially cloudy","Clearing in the afternoon.","partly-cloudy-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72026723224,72492023237"
"35",5,2005,22,14,"California","2005-05-22",31.4,12.1,21.5,30.2,12.1,21.2,11.5,57.9,0,0,0,"",0,0,48.2,26.7,229.6,1014.8,0.2,16.5,NA,NA,NA,NA,"2005-05-22T05:48:35","2005-05-22T20:17:11",0.47,"Clear","Clear conditions throughout the day.","clear-day","74516023202,72483023232,72483993225,72483323206,72492023237"
"36",5,2006,15,14.5,"California","2006-05-15",33.2,17.6,24.2,32.1,17.6,23.9,13.6,54.5,0,0,0,"",0,0,55.4,20.5,188,1009.9,5.1,16.2,NA,NA,NA,NA,"2006-05-15T05:54:09","2006-05-15T20:10:57",0.59,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"37",5,2006,23,5.5,"California","2006-05-23",23.7,14.2,18.4,23.7,14.2,18.4,9.8,59.3,0,0,0,"",0,0,NA,18.5,215.3,1019.6,57.1,16.2,NA,NA,NA,NA,"2006-05-23T05:48:04","2006-05-23T20:17:47",0.88,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72026723224,72492023237,72483793216"
"38",5,2007,13,8,"California","2007-05-13",29.8,7.1,18.1,28,7.1,17.6,5.8,53.3,0,0,0,"",0,0,NA,18.7,305,1016,0.2,15.9,NA,NA,NA,NA,"2007-05-13T05:56:10","2007-05-13T20:08:57",0.9,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237"
"39",5,2007,14,7.16666666666667,"California","2007-05-14",31.6,9.6,20,29.5,9.6,19.5,7.5,51.6,0,0,0,"",0,0,NA,13.4,219.7,1012.9,0,15.9,NA,NA,NA,NA,"2007-05-14T05:55:16","2007-05-14T20:09:51",0.93,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"40",5,2007,16,3.25,"California","2007-05-16",27.1,9.4,16.9,26.7,7.4,16.7,8.8,62.8,0.024,100,12.5,"rain",0,0,68.4,18.4,194.4,1013.6,13.7,15.5,NA,NA,NA,NA,"2007-05-16T05:53:31","2007-05-16T20:11:38",0,"Rain","Clear conditions throughout the day with early morning rain.","rain","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"41",6,2005,16,6,"California","2005-06-16",17.9,12.4,15,17.9,12.4,15,10.2,74.2,2.469,100,37.5,"rain",0,0,51.8,26.3,195.6,1011.2,48.6,14.8,NA,NA,NA,NA,"2005-06-16T05:41:09","2005-06-16T20:32:25",0.32,"Rain, Partially cloudy","Becoming cloudy in the afternoon with rain.","rain","74516023202,72483023232,72483993225,72483323206,72492023237,72483793216"
"42",6,2005,19,6,"California","2005-06-19",25.8,11.7,18.6,25.8,11.7,18.6,9.6,60.1,0,0,0,"",0,0,NA,22.5,223.6,1013.4,15.9,16.4,NA,NA,NA,NA,"2005-06-19T05:41:32","2005-06-19T20:33:18",0.42,"Clear","Clear conditions throughout the day.","clear-day","74516023202,72483023232,72483993225,72483323206,72492023237"
"43",6,2005,22,1,"California","2005-06-22",30.2,11.4,20.7,28.5,11.4,20.3,9.9,56.4,0,0,0,"",0,0,NA,19.9,205.8,1013.2,0.5,16.7,NA,NA,NA,NA,"2005-06-22T05:42:10","2005-06-22T20:33:55",0.52,"Clear","Clear conditions throughout the day.","clear-day","74516023202,72483023232,72483993225,72483323206,72492023237,72483793216"
"44",6,2005,6,0,"California","2005-06-06",23.3,9.2,16.1,23.3,9.2,16.1,4.8,51.4,0,0,0,"",0,0,53.6,30.8,272.7,1014.4,14.4,17,NA,NA,NA,NA,"2005-06-06T05:41:50","2005-06-06T20:27:50",0,"Clear","Clear conditions throughout the day.","clear-day","74516023202,72483023232,72483993225,72483323206,72492023237,72483793216"
"45",6,2006,11,6,"California","2006-06-11",25.2,13,17.9,25.2,13,17.9,11.1,66.8,0,0,0,"",0,0,57.2,22.7,196.5,1006.9,11.4,15.9,NA,NA,NA,NA,"2006-06-11T05:41:07","2006-06-11T20:30:19",0.5,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"46",6,2006,12,6.5,"California","2006-06-12",21.8,13.5,17.3,21.8,13.5,17.3,10,63.6,0,0,0,"",0,0,57.2,29.1,211.6,1012.1,32.4,16.1,NA,NA,NA,NA,"2006-06-12T05:41:04","2006-06-12T20:30:46",0.54,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"47",6,2006,30,13,"California","2006-06-30",29.6,16.2,21.5,28.5,16.2,21.3,11.5,55.4,0,0,0,"",0,0,57.2,21.3,199,1015.4,0.5,16.2,NA,NA,NA,NA,"2006-06-30T05:44:53","2006-06-30T20:34:16",0.17,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"48",6,2007,1,8.66666666666667,"California","2007-06-01",26.6,10.3,17.5,26.6,10.3,17.5,9.5,62.8,0.027,100,16.67,"rain",0,0,64.8,21.5,206.2,1010.7,4.9,15.7,NA,NA,NA,NA,"2007-06-01T05:43:31","2007-06-01T20:24:22",0.53,"Rain","Clear conditions throughout the day with rain.","rain","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72026723224,72492023237,72483793216"
"49",6,2007,6,5.5,"California","2007-06-06",22.9,8.7,16.4,22.9,8.7,16.4,2.9,45.1,0,0,0,"",0,0,NA,24,321.1,1015.2,16.3,16,NA,NA,NA,NA,"2007-06-06T05:41:57","2007-06-06T20:27:33",0.7,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"50",6,2007,7,2,"California","2007-06-07",26.7,10.2,18.8,26.5,10.2,18.8,4.5,44.3,0,0,0,"",0,0,50,22.6,283.9,1013.6,3.1,16,NA,NA,NA,NA,"2007-06-07T05:41:43","2007-06-07T20:28:07",0.74,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"51",7,2006,12,2,"California","2006-07-12",29.2,13.2,20.8,28.4,13.2,20.6,11.4,58.1,0,0,0,"",0,0,48.2,16.3,190.1,1014.4,1,16.5,NA,NA,NA,NA,"2006-07-12T05:51:45","2006-07-12T20:31:08",0.56,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"52",7,2006,22,1,"California","2006-07-22",43.1,24.5,34.2,44,24.5,35.5,17.9,41.9,0,0,0,"",0,0,NA,12.7,281.5,1008.9,2.3,16.2,NA,NA,NA,NA,"2006-07-22T05:59:14","2006-07-22T20:25:08",0.91,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72483793216"
"53",7,2006,24,3,"California","2006-07-24",41.6,24.4,32.3,42.5,24.4,32.7,15.5,38.6,0,0,0,"",0,0,NA,16,196.7,1004.7,2,16.1,NA,NA,NA,NA,"2006-07-24T06:00:51","2006-07-24T20:23:35",0,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"54",7,2006,7,2,"California","2006-07-07",34.7,13,24.2,32.6,13,23.6,10.6,47.9,0,0,0,"",0,0,NA,16.5,229.3,1016,1,16.2,NA,NA,NA,NA,"2006-07-07T05:48:33","2006-07-07T20:32:59",0.39,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"55",7,2007,13,6,"California","2007-07-13",32.3,14.5,22.5,30.6,14.5,22.1,10.3,50.3,0,0,0,"",0,0,50,16.9,182.1,1016,1.5,16,NA,NA,NA,NA,"2007-07-13T05:52:17","2007-07-13T20:30:47",0.97,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"56",7,2007,19,4,"California","2007-07-19",30.1,14.3,21.4,28.7,14.3,21.1,11.5,58.1,0,0,0,"",0,0,50,20.8,215,1012.4,0.2,16,NA,NA,NA,NA,"2007-07-19T05:56:41","2007-07-19T20:27:24",0.17,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483793216"
"57",7,2007,21,20,"California","2007-07-21",32.3,16.8,23.5,30.7,16.8,23.2,13.4,56.8,0,0,0,"",0,0,55.4,22.2,183.6,1013.7,0,16,NA,NA,NA,NA,"2007-07-21T05:58:15","2007-07-21T20:26:02",0.25,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483793216"
"58",8,2005,5,6.5,"California","2005-08-05",38.5,17.6,27.4,37.2,17.6,26.9,12.1,42.9,0,0,0,"",0,0,NA,14.7,229.7,1012.9,0.1,16.6,NA,NA,NA,NA,"2005-08-05T06:11:22","2005-08-05T20:11:52",0.02,"Clear","Clear conditions throughout the day.","clear-day","74516023202,72483023232,72483993225,72483323206,72492023237,72483793216"
"59",8,2006,1,5,"California","2006-08-01",31.7,13.2,21.6,30,13.2,21.3,10.9,55.6,0,0,0,"",0,0,NA,16.7,203.4,1011.4,0.1,16.1,NA,NA,NA,NA,"2006-08-01T06:07:38","2006-08-01T20:16:20",0.25,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"60",8,2006,2,3,"California","2006-08-02",33.4,16.2,23.4,32,16.2,23.1,11.7,50.9,0,0,0,"",0,0,50,20,198.9,1011.9,0.3,16,NA,NA,NA,NA,"2006-08-02T06:08:31","2006-08-02T20:15:19",0.25,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72026723224,72492023237,72483793216"
"61",8,2006,23,27.5,"California","2006-08-23",32.9,14.1,22.2,30.9,14.1,21.7,9.6,49.9,0,0,0,"",0,0,50,15,205.2,1013.8,15,16.2,NA,NA,NA,NA,"2006-08-23T06:27:11","2006-08-23T19:49:14",0,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"62",8,2007,21,2,"California","2007-08-21",36.6,17.7,26,35.7,17.7,25.7,13.9,51.7,0,0,0,"",0,0,50,19.2,195.7,1011,0,16,NA,NA,NA,NA,"2007-08-21T06:25:12","2007-08-21T19:52:22",0.29,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72483793216"
"63",9,2005,14,3,"California","2005-09-14",24.2,11.1,16.7,24.2,11.1,16.7,10.2,68.4,0.002,100,4.17,"rain",0,0,57.2,20.3,203.6,1015.9,0.1,16.3,NA,NA,NA,NA,"2005-09-14T06:46:46","2005-09-14T19:15:22",0.38,"Rain","Clear conditions throughout the day with morning rain.","rain","74516023202,72483023232,72483993225,72483323206,72492023237,72483793216"
"64",9,2005,25,5.5,"California","2005-09-25",28.8,9.3,18.3,27.3,9.3,18,3.9,44.7,0,0,0,"",0,0,NA,12.2,330.8,1012,1.7,16.3,NA,NA,NA,NA,"2005-09-25T06:56:32","2005-09-25T18:57:51",0.75,"Clear","Clear conditions throughout the day.","clear-day","74516023202,72483023232,72483993225,72483323206,72492023237,72483793216"
"65",9,2005,27,0,"California","2005-09-27",29.5,12.6,20.2,28.2,12.6,20,11.5,62,0,0,0,"",0,0,NA,13.5,280,1017.4,5.2,16,NA,NA,NA,NA,"2005-09-27T06:58:20","2005-09-27T18:54:41",0.82,"Clear","Clear conditions throughout the day.","clear-day","74516023202,72483023232,72483993225,72483323206,72492023237,72483793216"
"66",9,2005,6,6,"California","2005-09-06",30.7,13.9,20.9,29,13.9,20.6,10.3,54.7,0.002,100,4.17,"rain",0,0,NA,18.3,197.3,1013.6,0.2,16.7,NA,NA,NA,NA,"2005-09-06T06:39:45","2005-09-06T19:27:57",0.11,"Rain","Clear conditions throughout the day with morning rain.","rain","74516023202,72483023232,72483993225,72483323206,72492023237,72483793216"
"67",9,2005,9,5,"California","2005-09-09",21.9,13.8,17.1,21.9,13.8,17.1,11.6,71,0,0,0,"",0,0,61.2,34.4,200.4,1011.3,2.3,16.2,NA,NA,NA,NA,"2005-09-09T06:42:23","2005-09-09T19:23:16",0.21,"Clear","Clear conditions throughout the day.","clear-day","74516023202,72483023232,72483993225,72483323206,72492023237,72483793216"
"68",9,2006,23,3,"California","2006-09-23",30.7,12.3,21.1,28.7,12.3,20.6,2.3,31.8,0,0,0,"",0,0,53.6,18.1,329.4,1011.8,0.1,16.2,NA,NA,NA,NA,"2006-09-23T06:54:31","2006-09-23T19:01:24",0.04,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72026723224,72492023237"
"69",9,2006,6,4,"California","2006-09-06",35.2,13.1,23.4,33.1,13.1,22.8,10,48.2,0,0,0,"",0,0,NA,10.3,196.5,1013,0.6,16.2,NA,NA,NA,NA,"2006-09-06T06:39:32","2006-09-06T19:28:19",0.47,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
