"","Month","Year","DayofMonth","mean_difference","name","datetime","tempmax","tempmin","temp","feelslikemax","feelslikemin","feelslike","dew","humidity","precip","precipprob","precipcover","preciptype","snow","snowdepth","windgust","windspeed","winddir","sealevelpressure","cloudcover","visibility","solarradiation","solarenergy","uvindex","severerisk","sunrise","sunset","moonphase","conditions","description","icon","stations"
"11",1,2006,19,5.35211267605634,"California","2006-01-19",12.2,2.3,6.3,12.2,0.3,5.5,3.8,85.2,0,0,0,"",0,0,NA,17.9,320.5,1024,15.5,11.4,NA,NA,NA,NA,"2006-01-19T07:20:36","2006-01-19T17:13:18",0.68,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72026723224,72483323206,72492023237,72483793216"
"12",1,2006,2,7.89212513484358,"California","2006-01-02",11.2,8.2,10.1,11.2,6.1,9.8,9.2,94.2,19.715,100,62.5,"rain",0,0,NA,19.7,69.8,1005.1,74,10.3,NA,NA,NA,NA,"2006-01-02T07:23:57","2006-01-02T16:56:26",0.09,"Rain, Partially cloudy","Partly cloudy throughout the day with a chance of rain throughout the day.","rain","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72026723224,72492023237"
"13",1,2006,20,5.13650151668352,"California","2006-01-20",11.8,0,6.2,11.8,-0.4,5.6,3,81.2,0.216,100,12.5,"rain",0,0,NA,12,158.7,1026.2,21.4,13.4,NA,NA,NA,NA,"2006-01-20T07:20:05","2006-01-20T17:14:24",0.71,"Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.","rain","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72026723224,72492023237,72483793216"
"14",1,2006,21,5.91071428571429,"California","2006-01-21",11.4,5.4,8.4,11.4,4.9,7.5,6.5,87.9,0.463,100,20.83,"rain",0,0,NA,18.1,325.3,1025.8,70.7,11.1,NA,NA,NA,NA,"2006-01-21T07:19:33","2006-01-21T17:15:31",0.74,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.","rain","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237"
"15",1,2006,22,5.38653637350706,"California","2006-01-22",15.1,3.1,9.2,15.1,1.5,8,2,63.7,0,0,0,"",0,0,59.4,33.4,334.9,1025.4,6,16.7,NA,NA,NA,NA,"2006-01-22T07:18:58","2006-01-22T17:16:38",0.75,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237"
"16",1,2006,23,5.97283176593521,"California","2006-01-23",15.6,3.9,9.6,15.6,1.5,8.3,2.7,62.9,0,0,0,"",0,0,53.6,25,52.3,1023.3,2.4,16,NA,NA,NA,NA,"2006-01-23T07:18:22","2006-01-23T17:17:46",0.81,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72026723224,72483323206,72492023237,72483793216"
"17",1,2006,24,6.19815195071869,"California","2006-01-24",14.9,1,7.5,14.9,1,7.3,4.5,83,0,0,0,"",0,0,NA,5.7,147.2,1018.8,1,5.7,NA,NA,NA,NA,"2006-01-24T07:17:44","2006-01-24T17:18:54",0.84,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72026723224,72483323206,72492023237,72483793216"
"18",1,2006,25,5.32512820512821,"California","2006-01-25",13.8,1.6,7.7,13.8,0.3,7.1,5.1,84.8,0.665,100,8.33,"rain",0,0,NA,18.5,190,1017.6,36.9,8,NA,NA,NA,NA,"2006-01-25T07:17:04","2006-01-25T17:20:02",0.88,"Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.","rain","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"19",1,2006,26,5.09857723577236,"California","2006-01-26",13.4,6.4,9.8,13.4,5.1,8.9,4.1,69.9,0.071,100,8.33,"rain",0,0,NA,14.1,198.8,1022.6,63.7,16.4,NA,NA,NA,NA,"2006-01-26T07:16:22","2006-01-26T17:21:11",0.91,"Rain, Partially cloudy","Partly cloudy throughout the day with rain clearing later.","rain","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72026723224,72492023237,72483793216"
"20",1,2006,27,5.40510204081633,"California","2006-01-27",12.9,6.3,8.9,12.9,3.9,7.6,5.6,80.1,0.453,100,20.83,"rain",0,0,NA,17.1,146.1,1025.3,60.1,16.1,NA,NA,NA,NA,"2006-01-27T07:15:38","2006-01-27T17:22:20",0.94,"Rain, Partially cloudy","Partly cloudy throughout the day with rain clearing later.","rain","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"21",1,2006,28,7.35301668806162,"California","2006-01-28",12.9,7.2,9.9,12.9,5.7,9,7,82.2,1.579,100,54.17,"rain",0,0,NA,24.3,154.1,1024.9,91.3,12.8,NA,NA,NA,NA,"2006-01-28T07:14:53","2006-01-28T17:23:29",0.97,"Rain, Overcast","Cloudy skies throughout the day with a chance of rain throughout the day.","rain","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72026723224,72492023237"
"22",1,2006,29,5.31263616557734,"California","2006-01-29",14.3,8.7,11.5,14.3,8,11.3,8.3,81.6,0.23,100,16.67,"rain",0,0,NA,22.1,161.2,1024.2,88.3,14.2,NA,NA,NA,NA,"2006-01-29T07:14:05","2006-01-29T17:24:38",0,"Rain, Partially cloudy","Partly cloudy throughout the day with a chance of rain throughout the day.","rain","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72026723224,72492023237"
"23",1,2006,3,7.1656378600823,"California","2006-01-03",12.6,7.9,10.2,12.6,5.4,9.2,7.6,83.8,0.203,100,45.83,"rain",0,0,NA,22.8,149.5,1022.8,63.3,15.7,NA,NA,NA,NA,"2006-01-03T07:24:02","2006-01-03T16:57:17",0.13,"Rain, Partially cloudy","Becoming cloudy in the afternoon with rain.","rain","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72026723224,72492023237,72483793216"
"24",1,2006,30,6.00412796697626,"California","2006-01-30",13,6.3,10.8,13,4.3,10.6,8,82.8,2.816,100,33.33,"rain",0,0,NA,21.8,177.3,1020,69.4,13.3,NA,NA,NA,NA,"2006-01-30T07:13:16","2006-01-30T17:25:47",0.04,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.","rain","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"25",1,2006,31,5.25229826353422,"California","2006-01-31",11.7,3.2,8.2,11.7,1.5,7.8,4.9,80.7,0.054,100,4.17,"rain",0,0,NA,11.3,209.9,1021.8,40.1,16.2,NA,NA,NA,NA,"2006-01-31T07:12:26","2006-01-31T17:26:56",0.08,"Rain, Partially cloudy","Becoming cloudy in the afternoon with morning rain.","rain","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72026723224,72492023237,72483793216"
"26",1,2006,4,5.47799385875128,"California","2006-01-04",15.6,8.1,11.7,15.6,6.9,11.5,8.6,82.2,0.026,100,12.5,"rain",0,0,NA,20,344,1028.5,35.4,15.3,NA,NA,NA,NA,"2006-01-04T07:24:05","2006-01-04T16:58:09",0.16,"Rain, Partially cloudy","Clearing in the afternoon with early morning rain.","rain","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"27",1,2006,5,5.69727547931382,"California","2006-01-05",16.3,5,9.9,16.3,3.5,9.8,7.7,87.3,0.067,100,8.33,"rain",0,0,NA,9.7,335.5,1027.6,19.2,10.6,NA,NA,NA,NA,"2006-01-05T07:24:06","2006-01-05T16:59:03",0.2,"Rain","Clear conditions throughout the day with rain clearing later.","rain","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"28",1,2006,6,6.3588110403397,"California","2006-01-06",12.2,4.7,8.5,12.2,4.7,8.3,7.6,94,0.055,100,8.33,"rain",0,0,NA,11.9,170.9,1018.8,34.2,3.5,NA,NA,NA,NA,"2006-01-06T07:24:05","2006-01-06T16:59:58",0.25,"Rain, Partially cloudy","Partly cloudy throughout the day with rain clearing later.","rain","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72026723224,72492023237,72483793216"
"29",1,2006,7,5.37662337662338,"California","2006-01-07",16,9,12,16,8,11.9,9.4,84.4,2.104,100,16.67,"rain",0,0,NA,19.8,188.9,1020.1,37,13.8,NA,NA,NA,NA,"2006-01-07T07:24:01","2006-01-07T17:00:54",0.27,"Rain, Partially cloudy","Partly cloudy throughout the day with rain clearing later.","rain","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237"
"30",1,2006,8,5.3903743315508,"California","2006-01-08",13.6,4.8,9,13.6,2.7,8.5,5.4,80,0,0,0,"",0,0,NA,22.1,319.5,1025.4,22.8,12.9,NA,NA,NA,NA,"2006-01-08T07:23:56","2006-01-08T17:01:51",0.3,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"31",1,2006,9,5.68585858585859,"California","2006-01-09",14,2,7.3,14,0.8,7,4.2,82.6,0,0,0,"",0,0,NA,10.4,152.5,1025.9,2.1,14.5,NA,NA,NA,NA,"2006-01-09T07:23:48","2006-01-09T17:02:49",0.34,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"32",1,2007,1,6.41952232606438,"California","2007-01-01",17.2,0.5,7.7,17.2,-1.8,6.9,2.2,72.5,0,0,0,"",0,0,NA,23.1,321.5,1024.1,8.6,10.4,NA,NA,NA,NA,"2007-01-01T07:23:48","2007-01-01T16:55:25",0.44,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237"
"33",1,2007,10,6.11045943304008,"California","2007-01-10",14.4,0.9,6.6,14.4,-0.4,5.7,3,79.1,0,0,0,"",0,0,51.8,28,208.2,1014.8,28.1,11.6,NA,NA,NA,NA,"2007-01-10T07:23:41","2007-01-10T17:03:34",0.73,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"34",1,2007,11,5.34936211972522,"California","2007-01-11",10.6,0.7,5,10.6,-2.7,2.6,-5.4,50.9,0,0,0,"",0,0,NA,25.9,320.3,1015.7,20,15.8,NA,NA,NA,NA,"2007-01-11T07:23:29","2007-01-11T17:04:34",0.75,"Clear","Partly cloudy throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"35",1,2007,12,6.31017612524462,"California","2007-01-12",7.7,-1,2.8,3.2,-5.8,-1.8,-9.6,41.7,0.005,100,4.17,"rain",0,0,70.2,41.2,335.5,1021.2,0.8,16,NA,NA,NA,NA,"2007-01-12T07:23:16","2007-01-12T17:05:34",0.8,"Rain","Clear conditions throughout the day with afternoon rain.","rain","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"36",1,2007,13,6.28409090909091,"California","2007-01-13",9.8,-3.4,1.9,8.6,-7.4,-0.6,-12.2,37.9,0,0,0,"",0,0,NA,15.4,340.9,1025.4,3.3,15.8,NA,NA,NA,NA,"2007-01-13T07:23:00","2007-01-13T17:06:36",0.83,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237"
"37",1,2007,14,5.90695187165775,"California","2007-01-14",9.6,-4.3,2.1,7.6,-6.6,-0.6,-7.9,49.8,0,0,0,"",0,0,NA,17.7,0.5,1026.9,0.3,15.9,NA,NA,NA,NA,"2007-01-14T07:22:42","2007-01-14T17:07:39",0.86,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237"
"38",1,2007,15,5.80471050049068,"California","2007-01-15",10,-4.4,1.9,10,-4.4,1.3,-6.1,58.9,0,0,0,"",0,0,NA,7.7,157.7,1031.2,0,13.7,NA,NA,NA,NA,"2007-01-15T07:22:22","2007-01-15T17:08:42",0.89,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237"
"39",1,2007,16,6.1103515625,"California","2007-01-16",9.4,-4.7,2.6,8.2,-4.7,1.8,-4.8,61,0.033,100,4.17,"rain",0,0,NA,13.8,114.7,1026.6,23.2,11.1,NA,NA,NA,NA,"2007-01-16T07:22:01","2007-01-16T17:09:46",0.93,"Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.","rain","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"40",1,2007,17,6.0297619047619,"California","2007-01-17",15.3,0.2,6.2,15.3,-3,4.7,-2,59.6,0.01,100,4.17,"rain",0,0,53.6,23.4,353.3,1021.6,13.7,13.6,NA,NA,NA,NA,"2007-01-17T07:21:37","2007-01-17T17:10:51",0.96,"Rain","Clear conditions throughout the day with morning rain.","rain","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72483793216"
"41",1,2007,18,5.47018572825024,"California","2007-01-18",12.6,-2.8,4.1,12.6,-2.8,3.7,-2.4,65.7,0,0,0,"",0,0,NA,11.1,135.9,1024.6,1.1,11,NA,NA,NA,NA,"2007-01-18T07:21:11","2007-01-18T17:11:56",0,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"42",1,2007,19,5.743,"California","2007-01-19",12.8,-2.8,4.4,12.8,-2.8,4.1,-1.5,68.7,0,0,0,"",0,0,NA,12.4,172.9,1020.7,2.7,8.6,NA,NA,NA,NA,"2007-01-19T07:20:43","2007-01-19T17:13:02",0.02,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72026723224,72492023237,72483793216"
"43",1,2007,2,6.46138613861386,"California","2007-01-02",11.8,2.7,6.5,11.8,0.4,5.9,3.9,84.1,0,0,0,"",0,0,NA,9.2,133.2,1023,15.3,4.4,NA,NA,NA,NA,"2007-01-02T07:23:56","2007-01-02T16:56:14",0.47,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237"
"44",1,2007,20,5.9609079445145,"California","2007-01-20",15.1,-2.6,5.7,15.1,-3.8,5.1,-1.6,63.9,0,0,0,"",0,0,50,27.1,342.9,1019.7,15.7,10.3,NA,NA,NA,NA,"2007-01-20T07:20:13","2007-01-20T17:14:08",0.06,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237"
"45",1,2007,21,5.67338282078473,"California","2007-01-21",16.2,4.2,9.8,16.2,1.6,7.8,-6.8,32.5,0.088,100,25,"rain",0,0,70.2,39.6,336.4,1022.2,2.9,15.6,NA,NA,NA,NA,"2007-01-21T07:19:41","2007-01-21T17:15:15",0.09,"Rain","Clear conditions throughout the day with rain in the morning and afternoon.","rain","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"46",1,2007,22,5.93073170731707,"California","2007-01-22",14.5,-1.4,5.7,14.5,-2.1,5.4,-2.4,58.8,0,0,0,"",0,0,NA,7.7,138.5,1025.9,0.1,9.1,NA,NA,NA,NA,"2007-01-22T07:19:07","2007-01-22T17:16:22",0.13,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"47",1,2007,23,6.20490196078431,"California","2007-01-23",15.9,-1.2,5.7,15.9,-2.7,5.6,-1.3,64.7,0,0,0,"",0,0,NA,11.5,343.9,1026.7,0.2,8.5,NA,NA,NA,NA,"2007-01-23T07:18:31","2007-01-23T17:17:30",0.17,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72026723224,72492023237,72483793216"
"48",1,2007,24,6.67256637168142,"California","2007-01-24",16.7,-1.4,6.3,16.7,-1.4,6.3,-0.3,66.8,0,0,0,"",0,0,NA,10.4,352.1,1023.4,0.5,10.2,NA,NA,NA,NA,"2007-01-24T07:17:53","2007-01-24T17:18:38",0.2,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"49",1,2007,25,6.19279454722493,"California","2007-01-25",16.5,-1.5,6.4,16.5,-1.9,6.2,0.6,70.5,0,0,0,"",0,0,NA,10.1,278.5,1020.8,0.3,11,NA,NA,NA,NA,"2007-01-25T07:17:14","2007-01-25T17:19:46",0.25,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"50",1,2007,26,6.3735294117647,"California","2007-01-26",15.1,0.5,6.5,15.1,-1.3,6,2.3,77.5,0,0,0,"",0,0,NA,10.7,232.4,1016.2,7.9,6.7,NA,NA,NA,NA,"2007-01-26T07:16:32","2007-01-26T17:20:55",0.27,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"51",1,2007,27,5.87325728770596,"California","2007-01-27",15.3,0.2,7.5,15.3,0.2,7.3,3,75.4,0.006,100,4.17,"rain,snow",0,0,NA,7.7,105.5,1016.8,34.5,8.1,NA,NA,NA,NA,"2007-01-27T07:15:49","2007-01-27T17:22:03",0.31,"Snow, Rain, Partially cloudy","Partly cloudy throughout the day with early morning snow or rain.","rain","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237"
"52",1,2007,28,6.41515474919957,"California","2007-01-28",13.7,3,8.2,13.7,1.5,8.1,4.6,79.3,0,0,0,"",0,0,NA,8.4,338.9,1019.3,48.9,8.1,NA,NA,NA,NA,"2007-01-28T07:15:04","2007-01-28T17:23:12",0.34,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237"
"53",1,2007,29,7.20717131474104,"California","2007-01-29",19.2,5,10.4,19.2,2.1,9.6,2.1,61.1,0,0,0,"",0,0,NA,23.3,333.3,1018.5,23.5,13.1,NA,NA,NA,NA,"2007-01-29T07:14:17","2007-01-29T17:24:21",0.38,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"54",1,2007,3,7.57040816326531,"California","2007-01-03",16.5,1.8,9.4,16.5,0,8.8,6.4,83.3,0,0,0,"",0,0,NA,22.7,178.7,1020.7,46.4,8.2,NA,NA,NA,NA,"2007-01-03T07:24:01","2007-01-03T16:57:05",0.5,"Partially cloudy","Becoming cloudy in the afternoon.","partly-cloudy-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"55",1,2007,30,5.8062930186824,"California","2007-01-30",16.6,1.2,8.5,16.6,-1.2,7.4,3.5,73.2,0,0,0,"",0,0,50,18.3,185.1,1013.8,2.6,13.8,NA,NA,NA,NA,"2007-01-30T07:13:28","2007-01-30T17:25:30",0.41,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"56",1,2007,31,5.48913043478261,"California","2007-01-31",11.6,2.1,6.3,11.6,1.4,5.3,4.3,87.1,0,0,0,"",0,0,50,12.7,147.7,1015.5,28.7,8.1,NA,NA,NA,NA,"2007-01-31T07:12:38","2007-01-31T17:26:39",0.45,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"57",1,2007,4,6.67768595041322,"California","2007-01-04",14.4,7.7,11.4,14.4,3.3,10.4,5.1,67.4,0.83,100,12.5,"rain",0,0,57.2,35.3,277.5,1019.1,70.9,13.9,NA,NA,NA,NA,"2007-01-04T07:24:05","2007-01-04T16:57:57",0.54,"Rain, Partially cloudy","Partly cloudy throughout the day with rain in the morning and afternoon.","rain","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"58",1,2007,5,7.96969696969697,"California","2007-01-05",12.1,4.2,7.6,12.1,-1.1,4.2,-4.7,42,0,0,0,"",0,0,60.2,39.5,332,1030,0.1,16,NA,NA,NA,NA,"2007-01-05T07:24:06","2007-01-05T16:58:50",0.57,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"59",1,2007,6,6.65286236297199,"California","2007-01-06",12.1,-1.1,5.9,12.1,-3.3,4.4,-1.3,61.6,0,0,0,"",0,0,NA,20.5,346,1032.9,1.3,15.9,NA,NA,NA,NA,"2007-01-06T07:24:05","2007-01-06T16:59:44",0.6,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237"
"60",1,2007,7,6.32642487046632,"California","2007-01-07",13.7,-0.2,6.5,13.7,-1.9,5.6,1.3,71.2,0,0,0,"",0,0,NA,24,7,1033.6,0.2,14.4,NA,NA,NA,NA,"2007-01-07T07:24:02","2007-01-07T17:00:40",0.64,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237"
"61",1,2007,8,6.78740157480315,"California","2007-01-08",14.6,-0.9,5.7,14.6,-0.9,5.4,1.8,78.4,0,0,0,"",0,0,NA,10.5,141.6,1028.8,0.7,9.6,NA,NA,NA,NA,"2007-01-08T07:23:57","2007-01-08T17:01:37",0.67,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"62",1,2007,9,6.40138067061144,"California","2007-01-09",16.3,-0.6,6.4,16.3,-0.6,6.4,2.4,78.7,0,0,0,"",0,0,NA,6.3,357.4,1021.9,2,7.8,NA,NA,NA,NA,"2007-01-09T07:23:50","2007-01-09T17:02:35",0.7,"Clear","Clear conditions throughout the day.","clear-day","72483893205,74516023202,72482893241,72483023232,72483993225,72483323206,72492023237,72483793216"
"63",10,2005,1,6.14993481095176,"California","2005-10-01",28.1,15.5,20.6,28,15.5,20.6,13,63.5,0,0,0,"",0,0,57.2,26.9,199.6,1009,8.3,16.3,NA,NA,NA,NA,"2005-10-01T07:01:59","2005-10-01T18:48:24",0.95,"Clear","Clear conditions throughout the day.","clear-day","74516023202,72483023232,72483993225,72483323206,72492023237"
"64",10,2005,10,5.10918367346939,"California","2005-10-10",27.3,8.2,17.7,26.3,8.2,17.6,5.9,49.6,0,0,0,"",0,0,NA,13.3,124.2,1013.5,0,16.7,NA,NA,NA,NA,"2005-10-10T07:10:26","2005-10-10T18:34:40",0.25,"Clear","Clear conditions throughout the day.","clear-day","74516023202,72483023232,72483993225,72483323206,72492023237"
